Activity Period,Operating Airline,GEO Summary,Activity Type Code,Price Category Code,Terminal,Passenger Count,Month,Media Pasajeros
200507,0,0,0,0,0,27271,0,9661.65909090909
200507,0,0,1,0,0,29131,0,9661.65909090909
200507,0,0,2,0,0,5415,0,9661.65909090909
200507,1,1,0,1,0,35156,0,18251.560109289618
200507,1,1,1,1,0,34090,0,18251.560109289618
200507,2,1,0,1,1,6263,0,6618.335907335907
200507,2,1,1,1,1,5500,0,6618.335907335907
200507,3,1,0,1,1,12050,0,11589.077519379845
200507,3,1,1,1,1,11638,0,11589.077519379845
200507,4,1,0,1,1,4998,0,7452.339768339768
200507,4,1,1,1,1,4962,0,7452.339768339768
200507,5,0,0,0,1,8055,0,10569.238938053097
200507,5,0,1,0,1,7984,0,10569.238938053097
200507,6,0,0,1,1,36641,0,17564.67776298269
200507,6,0,1,1,1,39379,0,17564.67776298269
200507,6,0,2,1,1,3678,0,17564.67776298269
200507,6,1,0,1,1,7977,0,17564.67776298269
200507,6,1,1,1,1,8837,0,17564.67776298269
200507,6,1,0,1,1,6969,0,17564.67776298269
200507,6,1,1,1,1,10046,0,17564.67776298269
200507,6,1,2,1,1,2266,0,17564.67776298269
200507,7,1,0,1,1,6545,0,6385.523255813953
200507,7,1,1,1,1,6094,0,6385.523255813953
200507,8,0,0,1,2,166577,0,127164.38970588235
200507,8,0,1,1,2,160890,0,127164.38970588235
200507,9,0,0,1,2,5493,0,4006.5283018867926
200507,9,0,1,1,2,5213,0,4006.5283018867926
200507,10,1,0,1,1,5041,0,5902.961240310077
200507,10,1,1,1,1,4744,0,5902.961240310077
200507,11,0,0,1,0,1552,0,2176.909090909091
200507,11,0,1,1,0,1484,0,2176.909090909091
200507,12,1,0,1,1,325,0,428.0
200507,12,1,1,1,1,545,0,428.0
200507,13,1,0,1,1,20632,0,17625.124031007752
200507,13,1,1,1,1,21686,0,17625.124031007752
200507,14,1,0,1,1,11010,0,17121.325581395347
200507,14,1,1,1,1,9628,0,17121.325581395347
200507,15,1,0,1,1,13638,0,9857.51550387597
200507,15,1,1,1,1,11255,0,9857.51550387597
200507,16,0,0,1,0,97510,0,68515.41968911917
200507,16,0,1,1,0,93791,0,68515.41968911917
200507,17,1,0,1,1,14142,0,13116.356589147286
200507,17,1,1,1,1,12132,0,13116.356589147286
200507,18,0,0,0,0,19234,0,17787.676923076924
200507,18,0,1,0,0,18368,0,17787.676923076924
200507,19,0,0,1,0,7579,0,8282.186046511628
200507,19,0,1,1,0,7658,0,8282.186046511628
200507,20,0,0,1,0,5284,0,5577.583333333333
200507,20,0,1,1,0,5257,0,5577.583333333333
200507,21,1,0,1,1,4540,0,2799.7
200507,21,1,1,1,1,4341,0,2799.7
200507,22,0,0,0,1,10843,0,6391.3
200507,22,0,1,0,1,10967,0,6391.3
200507,23,1,0,1,1,9195,0,6471.428571428572
200507,23,1,1,1,1,9086,0,6471.428571428572
200507,24,1,0,1,1,9978,0,9221.813953488372
200507,24,1,1,1,1,9587,0,9221.813953488372
200507,25,1,0,1,1,6153,0,5678.461240310077
200507,25,1,1,1,1,5646,0,5678.461240310077
200507,26,1,0,1,1,22389,0,19301.96511627907
200507,26,1,1,1,1,20511,0,19301.96511627907
200507,27,0,0,1,0,2636,0,3710.5811965811968
200507,27,0,1,1,0,2535,0,3710.5811965811968
200507,28,1,0,1,1,7751,0,7993.806451612903
200507,28,1,1,1,1,7845,0,7993.806451612903
200507,29,0,0,1,0,1797,0,3883.0
200507,29,0,1,1,0,3238,0,3883.0
200507,30,0,0,1,0,64231,0,26205.504166666666
200507,30,0,1,1,0,62049,0,26205.504166666666
200507,30,1,0,1,1,7229,0,26205.504166666666
200507,30,1,1,1,1,6554,0,26205.504166666666
200507,31,1,0,1,1,12828,0,10248.635658914729
200507,31,1,1,1,1,10269,0,10248.635658914729
200507,32,1,0,1,1,19211,0,14746.647286821706
200507,32,1,1,1,1,17462,0,14746.647286821706
200507,33,0,0,1,0,7262,0,37083.8764278297
200507,33,0,1,1,0,6586,0,37083.8764278297
200507,33,0,0,1,2,103279,0,37083.8764278297
200507,33,0,1,1,2,102023,0,37083.8764278297
200507,33,1,0,1,2,3688,0,37083.8764278297
200507,33,1,1,1,2,3633,0,37083.8764278297
200507,34,0,0,0,0,4827,0,3992.652
200507,34,0,1,0,0,4784,0,3992.652
200507,35,1,0,1,1,6324,0,5066.197674418605
200507,35,1,1,1,1,7031,0,5066.197674418605
200507,36,0,0,1,0,46042,0,55317.81578947369
200507,36,0,1,1,0,45553,0,55317.81578947369
200507,36,0,0,0,0,38951,0,55317.81578947369
200507,36,0,1,0,0,37848,0,55317.81578947369
200507,37,0,0,1,0,62178,0,72827.21973094171
200507,37,0,1,1,0,60939,0,72827.21973094171
200507,38,0,0,0,2,58767,0,49365.51671309192
200507,38,0,1,0,2,58277,0,49365.51671309192
200507,38,0,0,1,2,443656,0,49365.51671309192
200507,38,0,1,1,2,421802,0,49365.51671309192
200507,38,0,2,1,2,11388,0,49365.51671309192
200507,38,1,0,1,1,77658,0,49365.51671309192
200507,38,1,1,1,1,68278,0,49365.51671309192
200507,38,1,2,1,1,3953,0,49365.51671309192
200507,38,1,0,1,1,8603,0,49365.51671309192
200507,38,1,1,1,1,8234,0,49365.51671309192
200507,38,1,2,1,1,1385,0,49365.51671309192
200507,38,1,0,1,2,12874,0,49365.51671309192
200507,38,1,1,1,2,12085,0,49365.51671309192
200507,38,1,2,1,2,10,0,49365.51671309192
200507,38,1,0,1,1,30796,0,49365.51671309192
200507,38,1,1,1,1,29283,0,49365.51671309192
200507,38,1,2,1,1,888,0,49365.51671309192
200507,38,1,0,1,1,9537,0,49365.51671309192
200507,38,1,1,1,1,9672,0,49365.51671309192
200507,38,1,2,1,1,45,0,49365.51671309192
200507,39,1,0,1,1,11684,0,9847.10465116279
200507,39,1,1,1,1,10771,0,9847.10465116279
200507,40,1,0,1,1,2480,0,5338.155339805825
200507,40,1,1,1,1,2211,0,5338.155339805825
200508,0,0,0,0,0,27472,1,9661.65909090909
200508,0,0,1,0,0,26535,1,9661.65909090909
200508,0,0,2,0,0,5712,1,9661.65909090909
200508,1,1,0,1,0,34878,1,18251.560109289618
200508,1,1,1,1,0,34105,1,18251.560109289618
200508,2,1,0,1,1,4204,1,6618.335907335907
200508,2,1,1,1,1,3923,1,6618.335907335907
200508,3,1,0,1,1,11230,1,11589.077519379845
200508,3,1,1,1,1,11731,1,11589.077519379845
200508,4,1,0,1,1,4672,1,7452.339768339768
200508,4,1,1,1,1,4006,1,7452.339768339768
200508,5,0,0,0,1,7796,1,10569.238938053097
200508,5,0,1,0,1,7737,1,10569.238938053097
200508,6,0,0,1,1,40431,1,17564.67776298269
200508,6,0,1,1,1,39595,1,17564.67776298269
200508,6,0,2,1,1,1902,1,17564.67776298269
200508,6,1,0,1,1,8901,1,17564.67776298269
200508,6,1,1,1,1,9020,1,17564.67776298269
200508,6,1,0,1,1,7541,1,17564.67776298269
200508,6,1,1,1,1,9333,1,17564.67776298269
200508,6,1,2,1,1,1902,1,17564.67776298269
200508,7,1,0,1,1,6739,1,6385.523255813953
200508,7,1,1,1,1,5966,1,6385.523255813953
200508,8,0,0,1,2,162064,1,127164.38970588235
200508,8,0,1,1,2,157700,1,127164.38970588235
200508,9,0,0,1,2,5233,1,4006.5283018867926
200508,9,0,1,1,2,4866,1,4006.5283018867926
200508,10,1,0,1,1,4099,1,5902.961240310077
200508,10,1,1,1,1,3376,1,5902.961240310077
200508,11,0,0,1,0,1735,1,2176.909090909091
200508,11,0,1,1,0,1560,1,2176.909090909091
200508,12,1,0,1,1,353,1,428.0
200508,12,1,1,1,1,751,1,428.0
200508,41,0,0,1,3,18,1,18.0
200508,13,1,0,1,1,20312,1,17625.124031007752
200508,13,1,1,1,1,20084,1,17625.124031007752
200508,14,1,0,1,1,11753,1,17121.325581395347
200508,14,1,1,1,1,9050,1,17121.325581395347
200508,15,1,0,1,1,14610,1,9857.51550387597
200508,15,1,1,1,1,10972,1,9857.51550387597
200508,16,0,0,1,0,97343,1,68515.41968911917
200508,16,0,1,1,0,97160,1,68515.41968911917
200508,17,1,0,1,1,13524,1,13116.356589147286
200508,17,1,1,1,1,11950,1,13116.356589147286
200508,18,0,0,0,0,17109,1,17787.676923076924
200508,18,0,1,0,0,17186,1,17787.676923076924
200508,19,0,0,1,0,7923,1,8282.186046511628
200508,19,0,1,1,0,7751,1,8282.186046511628
200508,20,0,0,1,0,5572,1,5577.583333333333
200508,20,0,1,1,0,5268,1,5577.583333333333
200508,21,1,0,1,1,4691,1,2799.7
200508,21,1,1,1,1,4355,1,2799.7
200508,22,0,0,0,1,9191,1,6391.3
200508,22,0,1,0,1,9850,1,6391.3
200508,23,1,0,1,1,9296,1,6471.428571428572
200508,23,1,1,1,1,7913,1,6471.428571428572
200508,24,1,0,1,1,9666,1,9221.813953488372
200508,24,1,1,1,1,9881,1,9221.813953488372
200508,25,1,0,1,1,8856,1,5678.461240310077
200508,25,1,1,1,1,7164,1,5678.461240310077
200508,26,1,0,1,1,21512,1,19301.96511627907
200508,26,1,1,1,1,21881,1,19301.96511627907
200508,27,0,0,1,0,2725,1,3710.5811965811968
200508,27,0,1,1,0,2546,1,3710.5811965811968
200508,28,1,0,1,1,7156,1,7993.806451612903
200508,28,1,1,1,1,5946,1,7993.806451612903
200508,29,0,0,1,0,1552,1,3883.0
200508,29,0,1,1,0,3382,1,3883.0
200508,30,0,0,1,0,56501,1,26205.504166666666
200508,30,0,1,1,0,56674,1,26205.504166666666
200508,30,1,0,1,1,7107,1,26205.504166666666
200508,30,1,1,1,1,6522,1,26205.504166666666
200508,31,1,0,1,1,12856,1,10248.635658914729
200508,31,1,1,1,1,8718,1,10248.635658914729
200508,32,1,0,1,1,19192,1,14746.647286821706
200508,32,1,1,1,1,17118,1,14746.647286821706
200508,33,0,0,1,0,7052,1,37083.8764278297
200508,33,0,1,1,0,6652,1,37083.8764278297
200508,33,0,0,1,2,102899,1,37083.8764278297
200508,33,0,1,1,2,103188,1,37083.8764278297
200508,33,1,0,1,2,3672,1,37083.8764278297
200508,33,1,1,1,2,3570,1,37083.8764278297
200508,34,0,0,0,0,4720,1,3992.652
200508,34,0,1,0,0,4717,1,3992.652
200508,35,1,0,1,1,7357,1,5066.197674418605
200508,35,1,1,1,1,5128,1,5066.197674418605
200508,36,0,0,1,0,42622,1,55317.81578947369
200508,36,0,1,1,0,44508,1,55317.81578947369
200508,36,0,0,0,0,40712,1,55317.81578947369
200508,36,0,1,0,0,40322,1,55317.81578947369
200508,37,0,0,1,0,61872,1,72827.21973094171
200508,37,0,1,1,0,61768,1,72827.21973094171
200508,38,0,0,0,2,55842,1,49365.51671309192
200508,38,0,0,1,2,27930,1,49365.51671309192
200508,38,0,1,0,2,56087,1,49365.51671309192
200508,38,0,1,1,2,26098,1,49365.51671309192
200508,38,0,2,1,2,676,1,49365.51671309192
200508,38,0,0,1,2,420430,1,49365.51671309192
200508,38,0,1,1,2,398135,1,49365.51671309192
200508,38,0,2,1,2,11585,1,49365.51671309192
200508,38,1,0,1,1,79131,1,49365.51671309192
200508,38,1,1,1,1,68861,1,49365.51671309192
200508,38,1,2,1,1,4059,1,49365.51671309192
200508,38,1,0,1,1,8903,1,49365.51671309192
200508,38,1,1,1,1,7874,1,49365.51671309192
200508,38,1,2,1,1,1475,1,49365.51671309192
200508,38,1,0,1,2,13895,1,49365.51671309192
200508,38,1,1,1,2,12145,1,49365.51671309192
200508,38,1,0,1,1,29236,1,49365.51671309192
200508,38,1,1,1,1,29920,1,49365.51671309192
200508,38,1,2,1,1,863,1,49365.51671309192
200508,38,1,0,1,1,9397,1,49365.51671309192
200508,38,1,1,1,1,9275,1,49365.51671309192
200508,38,1,2,1,1,78,1,49365.51671309192
200508,39,1,0,1,1,10685,1,9847.10465116279
200508,39,1,1,1,1,11072,1,9847.10465116279
200508,40,1,0,1,1,2300,1,5338.155339805825
200508,40,1,1,1,1,2251,1,5338.155339805825
200509,0,0,0,0,0,17341,2,9661.65909090909
200509,0,0,1,0,0,18541,2,9661.65909090909
200509,0,0,2,0,0,4412,2,9661.65909090909
200509,1,1,0,1,0,24473,2,18251.560109289618
200509,1,1,1,1,0,26120,2,18251.560109289618
200509,2,1,0,1,1,4416,2,6618.335907335907
200509,2,1,1,1,1,4568,2,6618.335907335907
200509,3,1,0,1,1,10731,2,11589.077519379845
200509,3,1,1,1,1,11337,2,11589.077519379845
200509,4,1,0,1,1,4565,2,7452.339768339768
200509,4,1,1,1,1,4295,2,7452.339768339768
200509,5,0,0,0,1,7057,2,10569.238938053097
200509,5,0,1,0,1,6806,2,10569.238938053097
200509,6,0,0,1,1,31117,2,17564.67776298269
200509,6,0,1,1,1,33742,2,17564.67776298269
200509,6,0,2,1,1,3843,2,17564.67776298269
200509,6,1,0,1,1,6635,2,17564.67776298269
200509,6,1,1,1,1,7783,2,17564.67776298269
200509,6,1,2,1,1,161,2,17564.67776298269
200509,6,1,0,1,1,5446,2,17564.67776298269
200509,6,1,1,1,1,7674,2,17564.67776298269
200509,6,1,2,1,1,1504,2,17564.67776298269
200509,7,1,0,1,1,5875,2,6385.523255813953
200509,7,1,1,1,1,5960,2,6385.523255813953
200509,8,0,0,1,2,135043,2,127164.38970588235
200509,8,0,1,1,2,135944,2,127164.38970588235
200509,9,0,0,1,2,4240,2,4006.5283018867926
200509,9,0,1,1,2,4166,2,4006.5283018867926
200509,10,1,0,1,1,4792,2,5902.961240310077
200509,10,1,1,1,1,5140,2,5902.961240310077
200509,12,1,0,1,1,108,2,428.0
200509,12,1,1,1,1,315,2,428.0
200509,13,1,0,1,1,20455,2,17625.124031007752
200509,13,1,1,1,1,20635,2,17625.124031007752
200509,14,1,0,1,1,8370,2,17121.325581395347
200509,14,1,1,1,1,9874,2,17121.325581395347
200509,15,1,0,1,1,9154,2,9857.51550387597
200509,15,1,1,1,1,9486,2,9857.51550387597
200509,16,0,0,0,0,17291,2,68515.41968911917
200509,16,0,0,1,0,68347,2,68515.41968911917
200509,16,0,1,0,0,17453,2,68515.41968911917
200509,16,0,1,1,0,67160,2,68515.41968911917
200509,17,1,0,1,1,9931,2,13116.356589147286
200509,17,1,1,1,1,10752,2,13116.356589147286
200509,18,0,0,0,0,13426,2,17787.676923076924
200509,18,0,1,0,0,12989,2,17787.676923076924
200509,19,0,0,1,0,7735,2,8282.186046511628
200509,19,0,1,1,0,7624,2,8282.186046511628
200509,20,0,0,1,0,4648,2,5577.583333333333
200509,20,0,1,1,0,4401,2,5577.583333333333
200509,21,1,0,1,1,1996,2,2799.7
200509,21,1,1,1,1,1677,2,2799.7
200509,22,0,0,0,1,5218,2,6391.3
200509,22,0,1,0,1,5503,2,6391.3
200509,23,1,0,1,1,7087,2,6471.428571428572
200509,23,1,1,1,1,8264,2,6471.428571428572
200509,24,1,0,1,1,9562,2,9221.813953488372
200509,24,1,1,1,1,9513,2,9221.813953488372
200509,25,1,0,1,1,4344,2,5678.461240310077
200509,25,1,1,1,1,3448,2,5678.461240310077
200509,26,1,0,1,1,20535,2,19301.96511627907
200509,26,1,1,1,1,21379,2,19301.96511627907
200509,27,0,0,1,0,1781,2,3710.5811965811968
200509,27,0,1,1,0,1751,2,3710.5811965811968
200509,28,1,0,1,1,3986,2,7993.806451612903
200509,28,1,1,1,1,4823,2,7993.806451612903
200509,29,0,0,1,0,2913,2,3883.0
200509,29,0,1,1,0,2867,2,3883.0
200509,30,0,0,1,0,48138,2,26205.504166666666
200509,30,0,1,1,0,47061,2,26205.504166666666
200509,30,1,0,1,1,5857,2,26205.504166666666
200509,30,1,1,1,1,5615,2,26205.504166666666
200509,31,1,0,1,1,8323,2,10248.635658914729
200509,31,1,1,1,1,7875,2,10248.635658914729
200509,32,1,0,1,1,15259,2,14746.647286821706
200509,32,1,1,1,1,14251,2,14746.647286821706
200509,33,0,0,1,0,6356,2,37083.8764278297
200509,33,0,1,1,0,6666,2,37083.8764278297
200509,33,0,0,1,2,96832,2,37083.8764278297
200509,33,0,1,1,2,95008,2,37083.8764278297
200509,33,1,0,1,2,3581,2,37083.8764278297
200509,33,1,1,1,2,3457,2,37083.8764278297
200509,34,0,0,0,0,3686,2,3992.652
200509,34,0,1,0,0,3592,2,3992.652
200509,35,1,0,1,1,3790,2,5066.197674418605
200509,35,1,1,1,1,3529,2,5066.197674418605
200509,36,0,0,1,0,35942,2,55317.81578947369
200509,36,0,1,1,0,36632,2,55317.81578947369
200509,36,0,0,0,0,34782,2,55317.81578947369
200509,36,0,1,0,0,34761,2,55317.81578947369
200509,37,0,0,1,0,50133,2,72827.21973094171
200509,37,0,1,1,0,49094,2,72827.21973094171
200509,38,0,0,0,2,50351,2,49365.51671309192
200509,38,0,0,1,2,24678,2,49365.51671309192
200509,38,0,1,0,2,50235,2,49365.51671309192
200509,38,0,1,1,2,23767,2,49365.51671309192
200509,38,0,2,1,2,483,2,49365.51671309192
200509,38,0,0,1,2,357533,2,49365.51671309192
200509,38,0,1,1,2,360563,2,49365.51671309192
200509,38,0,2,1,2,8271,2,49365.51671309192
200509,38,1,0,1,1,63027,2,49365.51671309192
200509,38,1,1,1,1,62403,2,49365.51671309192
200509,38,1,2,1,1,3163,2,49365.51671309192
200509,38,1,0,1,1,8048,2,49365.51671309192
200509,38,1,1,1,1,7750,2,49365.51671309192
200509,38,1,2,1,1,1264,2,49365.51671309192
200509,38,1,0,1,2,12095,2,49365.51671309192
200509,38,1,1,1,2,10220,2,49365.51671309192
200509,38,1,2,1,2,10,2,49365.51671309192
200509,38,1,0,1,1,28093,2,49365.51671309192
200509,38,1,1,1,1,29928,2,49365.51671309192
200509,38,1,2,1,1,759,2,49365.51671309192
200509,38,1,0,1,1,5191,2,49365.51671309192
200509,38,1,1,1,1,5123,2,49365.51671309192
200509,38,1,2,1,1,96,2,49365.51671309192
200509,39,1,0,1,1,11084,2,9847.10465116279
200509,39,1,1,1,1,11623,2,9847.10465116279
200509,40,1,0,1,1,2050,2,5338.155339805825
200509,40,1,1,1,1,1997,2,5338.155339805825
200510,0,0,0,0,0,17698,3,9661.65909090909
200510,0,0,1,0,0,19983,3,9661.65909090909
200510,0,0,2,0,0,5754,3,9661.65909090909
200510,1,1,0,1,0,22176,3,18251.560109289618
200510,1,1,1,1,0,22780,3,18251.560109289618
200510,2,1,0,1,1,4329,3,6618.335907335907
200510,2,1,1,1,1,4715,3,6618.335907335907
200510,3,1,0,1,1,10515,3,11589.077519379845
200510,3,1,1,1,1,10796,3,11589.077519379845
200510,4,1,0,1,1,3178,3,7452.339768339768
200510,4,1,1,1,1,4766,3,7452.339768339768
200510,5,0,0,0,1,6680,3,10569.238938053097
200510,5,0,1,0,1,6999,3,10569.238938053097
200510,6,0,0,1,1,29388,3,17564.67776298269
200510,6,0,1,1,1,33214,3,17564.67776298269
200510,6,0,2,1,1,4159,3,17564.67776298269
200510,6,1,0,1,1,5168,3,17564.67776298269
200510,6,1,1,1,1,6093,3,17564.67776298269
200510,6,1,2,1,1,793,3,17564.67776298269
200510,6,1,0,1,1,5940,3,17564.67776298269
200510,6,1,1,1,1,9998,3,17564.67776298269
200510,6,1,2,1,1,2773,3,17564.67776298269
200510,7,1,0,1,1,5669,3,6385.523255813953
200510,7,1,1,1,1,6001,3,6385.523255813953
200510,8,0,0,1,2,138090,3,127164.38970588235
200510,8,0,1,1,2,138552,3,127164.38970588235
200510,9,0,0,1,2,4669,3,4006.5283018867926
200510,9,0,1,1,2,4524,3,4006.5283018867926
200510,10,1,0,1,1,4674,3,5902.961240310077
200510,10,1,1,1,1,5409,3,5902.961240310077
200510,13,1,0,1,1,19453,3,17625.124031007752
200510,13,1,1,1,1,18988,3,17625.124031007752
200510,14,1,0,1,1,9571,3,17121.325581395347
200510,14,1,1,1,1,11106,3,17121.325581395347
200510,15,1,0,1,1,8919,3,9857.51550387597
200510,15,1,1,1,1,10254,3,9857.51550387597
200510,16,0,0,0,0,21516,3,68515.41968911917
200510,16,0,0,1,0,62701,3,68515.41968911917
200510,16,0,1,0,0,20904,3,68515.41968911917
200510,16,0,1,1,0,63704,3,68515.41968911917
200510,17,1,0,1,1,10122,3,13116.356589147286
200510,17,1,1,1,1,11311,3,13116.356589147286
200510,18,0,0,0,0,12585,3,17787.676923076924
200510,18,0,1,0,0,12490,3,17787.676923076924
200510,19,0,0,1,0,7556,3,8282.186046511628
200510,19,0,1,1,0,6962,3,8282.186046511628
200510,20,0,0,1,0,4470,3,5577.583333333333
200510,20,0,1,1,0,4096,3,5577.583333333333
200510,21,1,0,1,1,809,3,2799.7
200510,21,1,1,1,1,975,3,2799.7
200510,22,0,0,0,1,4550,3,6391.3
200510,22,0,1,0,1,4446,3,6391.3
200510,23,1,0,1,1,7147,3,6471.428571428572
200510,23,1,1,1,1,7924,3,6471.428571428572
200510,24,1,0,1,1,9383,3,9221.813953488372
200510,24,1,1,1,1,9113,3,9221.813953488372
200510,25,1,0,1,1,4115,3,5678.461240310077
200510,25,1,1,1,1,3812,3,5678.461240310077
200510,26,1,0,1,1,20840,3,19301.96511627907
200510,26,1,1,1,1,19478,3,19301.96511627907
200510,27,0,0,1,0,1502,3,3710.5811965811968
200510,27,0,1,1,0,1735,3,3710.5811965811968
200510,28,1,0,1,1,5011,3,7993.806451612903
200510,28,1,1,1,1,7101,3,7993.806451612903
200510,42,1,0,1,1,28,3,107.375
200510,29,0,0,1,0,1594,3,3883.0
200510,29,0,1,1,0,2984,3,3883.0
200510,30,0,0,1,0,46907,3,26205.504166666666
200510,30,0,1,1,0,48977,3,26205.504166666666
200510,30,1,0,1,1,6229,3,26205.504166666666
200510,30,1,1,1,1,6559,3,26205.504166666666
200510,31,1,0,1,1,11573,3,10248.635658914729
200510,31,1,1,1,1,10360,3,10248.635658914729
200510,32,1,0,1,1,14694,3,14746.647286821706
200510,32,1,1,1,1,17250,3,14746.647286821706
200510,33,0,0,1,0,6658,3,37083.8764278297
200510,33,0,1,1,0,6553,3,37083.8764278297
200510,33,0,0,1,2,102254,3,37083.8764278297
200510,33,0,1,1,2,101134,3,37083.8764278297
200510,33,1,0,1,2,3719,3,37083.8764278297
200510,33,1,1,1,2,3508,3,37083.8764278297
200510,34,0,0,0,0,3508,3,3992.652
200510,34,0,1,0,0,3448,3,3992.652
200510,35,1,0,1,1,3527,3,5066.197674418605
200510,35,1,1,1,1,4037,3,5066.197674418605
200510,36,0,0,1,0,38737,3,55317.81578947369
200510,36,0,1,1,0,37680,3,55317.81578947369
200510,36,0,0,0,0,36058,3,55317.81578947369
200510,36,0,1,0,0,34562,3,55317.81578947369
200510,37,0,0,1,0,52157,3,72827.21973094171
200510,37,0,1,1,0,52204,3,72827.21973094171
200510,38,0,0,0,2,56427,3,49365.51671309192
200510,38,0,0,1,2,24678,3,49365.51671309192
200510,38,0,1,0,2,56155,3,49365.51671309192
200510,38,0,1,1,2,23767,3,49365.51671309192
200510,38,0,2,1,2,483,3,49365.51671309192
200510,38,0,0,1,2,355551,3,49365.51671309192
200510,38,0,1,1,2,355445,3,49365.51671309192
200510,38,0,2,1,2,8271,3,49365.51671309192
200510,38,1,0,1,1,63128,3,49365.51671309192
200510,38,1,1,1,1,68237,3,49365.51671309192
200510,38,1,2,1,1,3354,3,49365.51671309192
200510,38,1,0,1,1,6280,3,49365.51671309192
200510,38,1,1,1,1,9056,3,49365.51671309192
200510,38,1,2,1,1,1046,3,49365.51671309192
200510,38,1,0,1,2,10103,3,49365.51671309192
200510,38,1,1,1,2,8022,3,49365.51671309192
200510,38,1,2,1,2,40,3,49365.51671309192
200510,38,1,0,1,1,27617,3,49365.51671309192
200510,38,1,1,1,1,26955,3,49365.51671309192
200510,38,1,2,1,1,862,3,49365.51671309192
200510,38,1,0,1,1,7347,3,49365.51671309192
200510,38,1,1,1,1,8491,3,49365.51671309192
200510,38,1,2,1,1,230,3,49365.51671309192
200510,39,1,0,1,1,9604,3,9847.10465116279
200510,39,1,1,1,1,9751,3,9847.10465116279
200510,40,1,0,1,1,1326,3,5338.155339805825
200510,40,1,1,1,1,1458,3,5338.155339805825
200511,0,0,0,0,0,16855,4,9661.65909090909
200511,0,0,1,0,0,17376,4,9661.65909090909
200511,0,0,2,0,0,2911,4,9661.65909090909
200511,0,1,0,0,1,284,4,9661.65909090909
200511,0,1,1,0,1,284,4,9661.65909090909
200511,1,1,0,1,0,18143,4,18251.560109289618
200511,1,1,1,1,0,18144,4,18251.560109289618
200511,2,1,0,1,1,4550,4,6618.335907335907
200511,2,1,1,1,1,4149,4,6618.335907335907
200511,3,1,0,1,1,7121,4,11589.077519379845
200511,3,1,1,1,1,7574,4,11589.077519379845
200511,4,1,0,1,1,4085,4,7452.339768339768
200511,4,1,1,1,1,4583,4,7452.339768339768
200511,5,0,0,0,1,5892,4,10569.238938053097
200511,5,0,1,0,1,5929,4,10569.238938053097
200511,6,0,0,1,1,31136,4,17564.67776298269
200511,6,0,1,1,1,34920,4,17564.67776298269
200511,6,0,2,1,1,3923,4,17564.67776298269
200511,6,1,0,1,1,5921,4,17564.67776298269
200511,6,1,1,1,1,5889,4,17564.67776298269
200511,6,1,2,1,1,269,4,17564.67776298269
200511,6,1,0,1,1,10845,4,17564.67776298269
200511,6,1,1,1,1,12576,4,17564.67776298269
200511,6,1,2,1,1,1253,4,17564.67776298269
200511,7,1,0,1,1,5481,4,6385.523255813953
200511,7,1,1,1,1,5304,4,6385.523255813953
200511,8,0,0,1,2,132066,4,127164.38970588235
200511,8,0,1,1,2,135008,4,127164.38970588235
200511,9,0,0,1,2,4390,4,4006.5283018867926
200511,9,0,1,1,2,4409,4,4006.5283018867926
200511,10,1,0,1,1,4814,4,5902.961240310077
200511,10,1,1,1,1,4569,4,5902.961240310077
200511,13,1,0,1,1,15264,4,17625.124031007752
200511,13,1,1,1,1,15554,4,17625.124031007752
200511,14,1,0,1,1,9990,4,17121.325581395347
200511,14,1,1,1,1,10097,4,17121.325581395347
200511,15,1,0,1,1,8954,4,9857.51550387597
200511,15,1,1,1,1,10234,4,9857.51550387597
200511,16,0,0,0,0,21390,4,68515.41968911917
200511,16,0,0,1,0,55102,4,68515.41968911917
200511,16,0,1,0,0,20550,4,68515.41968911917
200511,16,0,1,1,0,58191,4,68515.41968911917
200511,17,1,0,1,1,10713,4,13116.356589147286
200511,17,1,1,1,1,11792,4,13116.356589147286
200511,18,0,0,0,0,13080,4,17787.676923076924
200511,18,0,1,0,0,12922,4,17787.676923076924
200511,19,0,0,1,0,6792,4,8282.186046511628
200511,19,0,1,1,0,7195,4,8282.186046511628
200511,20,0,0,1,0,4339,4,5577.583333333333
200511,20,0,1,1,0,4472,4,5577.583333333333
200511,22,0,0,0,1,1555,4,6391.3
200511,22,0,1,0,1,1790,4,6391.3
200511,23,1,0,1,1,6925,4,6471.428571428572
200511,23,1,1,1,1,8103,4,6471.428571428572
200511,24,1,0,1,1,7535,4,9221.813953488372
200511,24,1,1,1,1,7110,4,9221.813953488372
200511,25,1,0,1,1,4514,4,5678.461240310077
200511,25,1,1,1,1,4409,4,5678.461240310077
200511,26,1,0,1,1,15301,4,19301.96511627907
200511,26,1,1,1,1,15229,4,19301.96511627907
200511,27,0,0,1,0,1201,4,3710.5811965811968
200511,27,0,1,1,0,1441,4,3710.5811965811968
200511,28,1,0,1,1,5431,4,7993.806451612903
200511,28,1,1,1,1,8184,4,7993.806451612903
200511,29,0,0,1,0,1468,4,3883.0
200511,29,0,1,1,0,2537,4,3883.0
200511,30,0,0,1,0,44859,4,26205.504166666666
200511,30,0,1,1,0,46200,4,26205.504166666666
200511,30,1,0,1,1,6199,4,26205.504166666666
200511,30,1,1,1,1,5965,4,26205.504166666666
200511,31,1,0,1,1,9116,4,10248.635658914729
